ssp,year,discount_factors
SSP2,2011,0.9686393288577818
SSP2,2012,0.9382621494100548
SSP2,2013,0.9088376186972146
SSP2,2014,0.8803358610155753
SSP2,2015,0.8527279375835642
SSP2,2016,0.8255616857598121
SSP2,2017,0.799260897826269
SSP2,2018,0.7737980017884591
SSP2,2019,0.7491463040419643
SSP2,2020,0.7252799613886337
SSP2,2021,0.7045335529767407
SSP2,2022,0.6843805891447428
SSP2,2023,0.6648040945944395
SSP2,2024,0.6457875796007694
SSP2,2025,0.6273150261221461
SSP2,2026,0.6123653668710692
SSP2,2027,0.5977719756869392
SSP2,2028,0.5835263622802189
SSP2,2029,0.5696202386950154
SSP2,2030,0.5560455144872305
SSP2,2031,0.5450308930797216
SSP2,2032,0.5342344586399872
SSP2,2033,0.5236518891354183
SSP2,2034,0.5132789481478939
SSP2,2035,0.5031114831778599
SSP2,2036,0.49440429428902477
SSP2,2037,0.4858477979223856
SSP2,2038,0.4774393860908482
SSP2,2039,0.4691764959429147
SSP2,2040,0.4610566089815341
SSP2,2041,0.45378096893052283
SSP2,2042,0.4466201411110695
SSP2,2043,0.43957231374463435
SSP2,2044,0.4326357036431958
SSP2,2045,0.4258085557580866
SSP2,2046,0.41953467446909787
SSP2,2047,0.4133532328126526
SSP2,2048,0.40726286877929146
SSP2,2049,0.4012622404274597
SSP2,2050,0.39535002558782695
SSP2,2051,0.38966403340140665
SSP2,2052,0.38405981813430223
SSP2,2053,0.37853620365677004
SSP2,2054,0.37309203075436703
SSP2,2055,0.3677261568846719
SSP2,2056,0.36239044342057847
SSP2,2057,0.35713215125936987
SSP2,2058,0.35195015701648297
SSP2,2059,0.34684335360768537
SSP2,2060,0.34181065001255784
SSP2,2061,0.33684803162650995
SSP2,2062,0.33195746360297895
SSP2,2063,0.32713789987024755
SSP2,2064,0.3223883095441137
SSP2,2065,0.3177076767073903
SSP2,2066,0.31313895955938514
SSP2,2067,0.30863594172527387
SSP2,2068,0.304197678432223
SSP2,2069,0.2998232384934718
SSP2,2070,0.2955117041129628
SSP2,2071,0.29132840137582483
SSP2,2072,0.2872043180250834
SSP2,2073,0.28313861574327887
SSP2,2074,0.27913046808028297
SSP2,2075,0.27517906028530614
SSP2,2076,0.27128801184650875
SSP2,2077,0.2674519830663195
SSP2,2078,0.26367019596346153
SSP2,2079,0.25994188355735987
SSP2,2080,0.2562662897125911
SSP2,2081,0.25265897930086983
SSP2,2082,0.24910244688426122
SSP2,2083,0.2455959776906789
SSP2,2084,0.24213886700946521
SSP2,2085,0.2387304200497607
SSP2,2086,0.23536731075675477
SSP2,2087,0.23205157918844088
SSP2,2088,0.2287825579122136
SSP2,2089,0.2255595888979095
SSP2,2090,0.2223820233853492
SSP2,2091,0.21927350670799348
SSP2,2092,0.21620844172599646
SSP2,2093,0.2131862210596895
SSP2,2094,0.21020624581952296
SSP2,2095,0.20726792548738873
SSP2,2096,0.2044010424611466
SSP2,2097,0.20157381351194925
SSP2,2098,0.19878569015357897
SSP2,2099,0.19603613148635643
SSP2,2100,0.193324604092203
SSP2,2101,0.19065058193115889
SSP2,2102,0.18801354623932975
SSP2,2103,0.18541298542824605
SSP2,2104,0.18284839498561406
SSP2,2105,0.18031927737743994
SSP2,2106,0.17782514195150745
SSP2,2107,0.17536550484219074
SSP2,2108,0.1729398888765837
SSP2,2109,0.17054782348192793
SSP2,2110,0.1681888445943208
SSP2,2111,0.1658624945686866
SSP2,2112,0.1635683220899927
SSP2,2113,0.16130588208569382
SSP2,2114,0.1590747356393874
SSP2,2115,0.15687444990566318
SSP2,2116,0.15470459802613068
SSP2,2117,0.15256475904660796
SSP2,2118,0.1504545178354561
SSP2,2119,0.14837346500304302
SSP2,2120,0.14632119682232136
SSP2,2121,0.1442973151505049
SSP2,2122,0.1423014273518283
SSP2,2123,0.14033314622137522
SSP2,2124,0.13839208990996008
SSP2,2125,0.13647788185004886
SSP2,2126,0.13459015068270433
SSP2,2127,0.13272853018554212
SSP2,2128,0.13089265920168286
SSP2,2129,0.1290821815696875
SSP2,2130,0.1272967460544613
SSP2,2131,0.12553600627911388
SSP2,2132,0.1237996206577616
SSP2,2133,0.12208725232925942
SSP2,2134,0.12039856909184944
SSP2,2135,0.11873324333871324
SSP2,2136,0.11709095199441576
SSP2,2137,0.11547137645222823
SSP2,2138,0.11387420251231802
SSP2,2139,0.11229912032079348
SSP2,2140,0.1107458243095918
SSP2,2141,0.10921401313719852
SSP2,2142,0.1077033896301867
SSP2,2143,0.10621366072556507
SSP2,2144,0.10474453741392326
SSP2,2145,0.10329573468336362
SSP2,2146,0.10186697146420859
SSP2,2147,0.10045797057447275
SSP2,2148,0.09906845866608917
SSP2,2149,0.09769816617187949
SSP2,2150,0.09634682725325754
SSP2,2151,0.09501417974865628
SSP2,2152,0.09369996512266816
SSP2,2153,0.09240392841588885
SSP2,2154,0.09112581819545476
SSP2,2155,0.08986538650626477
SSP2,2156,0.08862238882287658
SSP2,2157,0.08739658400206848
SSP2,2158,0.0861877342360572
SSP2,2159,0.08499560500636288
SSP2,2160,0.08381996503831221
SSP2,2161,0.0826605862561708
SSP2,2162,0.08151724373889618
SSP2,2163,0.08038971567650284
SSP2,2164,0.07927778332703075
SSP2,2165,0.0781812309741092
SSP2,2166,0.07709984588510745
SSP2,2167,0.07603341826986436
SSP2,2168,0.07498174123998881
SSP2,2169,0.07394461076872309
SSP2,2170,0.0729218256513614
SSP2,2171,0.07191318746621589
SSP2,2172,0.07091850053612256
SSP2,2173,0.06993757189047968
SSP2,2174,0.06897021122781119
SSP2,2175,0.06801623087884794
SSP2,2176,0.06707544577011967
SSP2,2177,0.06614767338805046
SSP2,2178,0.06523273374355082
SSP2,2179,0.06433044933709962
SSP2,2180,0.06344064512430896
SSP2,2181,0.06256314848196524
SSP2,2182,0.06169778917454011
SSP2,2183,0.06084439932116447
SSP2,2184,0.060002813363059446
SSP2,2185,0.059172868031417684
SSP2,2186,0.05835440231572904
SSP2,2187,0.05754725743254427
SSP2,2188,0.056751276794670874
SSP2,2189,0.055966305980794946
SSP2,2190,0.05519219270552324
SSP2,2191,0.05442878678983959
SSP2,2192,0.05367594013197
SSP2,2193,0.05293350667865068
SSP2,2194,0.05220134239679352
SSP2,2195,0.05147930524554348
SSP2,2196,0.05076725514872246
SSP2,2197,0.05006505396765438
SSP2,2198,0.049372565474366026
SSP2,2199,0.04868965532515868
SSP2,2200,0.048016191034545276
SSP2,2201,0.04735204194954798
SSP2,2202,0.04669707922435139
SSP2,2203,0.046051175795306244
SSP2,2204,0.04541420635627894
SSP2,2205,0.04478604733434192
SSP2,2206,0.044166576865800396
SSP2,2207,0.04355567477255064
SSP2,2208,0.04295322253876521
SSP2,2209,0.04235910328790081
SSP2,2210,0.041773201760023984
SSP2,2211,0.04119540428945063
SSP2,2212,0.040625598782694616
SSP2,2213,0.04006367469672157
SSP2,2214,0.03950952301750333
SSP2,2215,0.0389630362388691
SSP2,2216,0.03842410834164909
SSP2,2217,0.0378926347731067
SSP2,2218,0.037368512426655065
SSP2,2219,0.03685163962185433
SSP2,2220,0.03634191608468546
SSP2,2221,0.03583924292809694
SSP2,2222,0.03534352263282056
SSP2,2223,0.03485465902845259
SSP2,2224,0.03437255727479651
SSP2,2225,0.03389712384346395
SSP2,2226,0.03342826649973005
SSP2,2227,0.03296589428463975
SSP2,2228,0.0325099174973617
SSP2,2229,0.03206024767778612
SSP2,2230,0.03161679758936346
SSP2,2231,0.03117948120218037
SSP2,2232,0.030748213676269787
SSP2,2233,0.030322911345151853
SSP2,2234,0.029903491699602543
SSP2,2235,0.029489873371646734
SSP2,2236,0.02908197611877271
SSP2,2237,0.028679720808365016
SSP2,2238,0.02828302940235262
SSP2,2239,0.027891824942069425
SSP2,2240,0.027506031533324177
SSP2,2241,0.027125574331676904
SSP2,2242,0.026750379527918977
SSP2,2243,0.026380374333754036
SSP2,2244,0.02601548696767696
SSP2,2245,0.025655646641048156
SSP2,2246,0.02530078354436047
SSP2,2247,0.024950828833696054
SSP2,2248,0.024605714617370537
SSP2,2249,0.024265373942761962
SSP2,2250,0.023929740783321888
SSP2,2251,0.023598750025766137
SSP2,2252,0.023272337457442744
SSP2,2253,0.02295043975387461
SSP2,2254,0.022632994466474467
SSP2,2255,0.022319940010429765
SSP2,2256,0.02201121565275515
SSP2,2257,0.02170676150051017
SSP2,2258,0.02140651848917996
SSP2,2259,0.021110428371216666
SSP2,2260,0.02081843370473932
SSP2,2261,0.020530477842390055
SSP2,2262,0.020246504920344435
SSP2,2263,0.019966459847473788
SSP2,2264,0.019690288294657476
SSP2,2265,0.019417936684242954
SSP2,2266,0.019149352179651635
SSP2,2267,0.018884482675128534
SSP2,2268,0.018623276785633663
SSP2,2269,0.018365683836873287
SSP2,2270,0.018111653855469024
SSP2,2271,0.017861137559262955
SSP2,2272,0.0176140863477568
SSP2,2273,0.017370452292683383
SSP2,2274,0.017130188128708465
SSP2,2275,0.016893247244261216
SSP2,2276,0.01665958367249149
SSP2,2277,0.016429152082352225
SSP2,2278,0.01620190776980512
SSP2,2279,0.015977806649148028
SSP2,2280,0.015756805244462244
SSP2,2281,0.015538860681178136
SSP2,2282,0.015323930677757414
SSP2,2283,0.015111973537490449
SSP2,2284,0.01490294814040706
SSP2,2285,0.014696813935299192
SSP2,2286,0.014493530931853916
SSP2,2287,0.014293059692895262
SSP2,2288,0.014095361326733344
SSP2,2289,0.013900397479619332
SSP2,2290,0.01370813032830477
SSP2,2291,0.013518522572703803
SSP2,2292,0.013331537428656932
SSP2,2293,0.013147138620794816
SSP2,2294,0.012965290375500817
SSP2,2295,0.01278595741397086
SSP2,2296,0.012609104945369307
SSP2,2297,0.012434698660079476
SSP2,2298,0.012262704723047541
SSP2,2299,0.012093089767218483
SSP2,2300,0.011925820887062828
SSP1,2011,0.9678709834187915
SSP1,2012,0.9367742405440586
SSP1,2013,0.9066766054367694
SSP1,2014,0.8775459777468976
SSP1,2015,0.8493512884770947
SSP1,2016,0.8202681686203206
SSP1,2017,0.7921809003882841
SSP1,2018,0.7650553842599112
SSP1,2019,0.7388586883351932
SSP1,2020,0.7135590083540155
SSP1,2021,0.6895557513691369
SSP1,2022,0.6663599347488769
SSP1,2023,0.6439443971816343
SSP1,2024,0.6222828910292868
SSP1,2025,0.6013500515923295
SSP1,2026,0.5826520007452091
SSP1,2027,0.5645353369031387
SSP1,2028,0.5469819827353617
SSP1,2029,0.5299744229977973
SSP1,2030,0.513495687055817
SSP1,2031,0.49928660033490463
SSP1,2032,0.4854706973359436
SSP1,2033,0.47203709815917344
SSP1,2034,0.4589752239656667
SSP1,2035,0.4462747886465878
SSP1,2036,0.43543185489827063
SSP1,2037,0.42485236693551304
SSP1,2038,0.4145299239369557
SSP1,2039,0.40445828059905975
SSP1,2040,0.39463134335755934
SSP1,2041,0.3860119768774165
SSP1,2042,0.37758087085800335
SSP1,2043,0.3693339133960669
SSP1,2044,0.3612670823987586
SSP1,2045,0.35337644362203696
SSP1,2046,0.346394520995387
SSP1,2047,0.3395505454346613
SSP1,2048,0.33284179141653153
SSP1,2049,0.3262655872678717
SSP1,2050,0.31981931410179926
SSP1,2051,0.31397220178923113
SSP1,2052,0.30823198959459946
SSP1,2053,0.30259672311124935
SSP1,2054,0.29706448366406163
SSP1,2055,0.291633387656189
SSP1,2056,0.2865599302774827
SSP1,2057,0.28157473429429225
SSP1,2058,0.2766762642499543
SSP1,2059,0.2718630113996782
SSP1,2060,0.26713349324584784
SSP1,2061,0.2626924551073255
SSP1,2062,0.25832524829376413
SSP1,2063,0.2540306453749154
SSP1,2064,0.24980743932630065
SSP1,2065,0.24565444318996926
SSP1,2066,0.24174674677741478
SSP1,2067,0.2379012112240507
SSP1,2068,0.23411684771907745
SSP1,2069,0.23039268318099504
SSP1,2070,0.22672776000739317
SSP1,2071,0.2232674697796666
SSP1,2072,0.2198599900611591
SSP1,2073,0.21650451486459768
SSP1,2074,0.21320025050358507
SSP1,2075,0.20994641540486422
SSP1,2076,0.206791058660686
SSP1,2077,0.20368312485613677
SSP1,2078,0.20062190125557805
SSP1,2079,0.19760668583532012
SSP1,2080,0.19463678712262822
SSP1,2081,0.19176532572166902
SSP1,2082,0.18893622676770178
SSP1,2083,0.1861488652908371
SSP1,2084,0.1834026255413171
SSP1,2085,0.18069690085349296
SSP1,2086,0.17808246413157922
SSP1,2087,0.17550585472900856
SSP1,2088,0.17296652533626816
SSP1,2089,0.1704639365626643
SSP1,2090,0.16799755682174808
SSP1,2091,0.1656275069745534
SSP1,2092,0.16329089294859597
SSP1,2093,0.16098724304318854
SSP1,2094,0.15871609221222951
SSP1,2095,0.1564769819703225
SSP1,2096,0.15432258706592264
SSP1,2097,0.15219785414340467
SSP1,2098,0.15010237481284514
SSP1,2099,0.1480357463070857
SSP1,2100,0.14599757140431627
SSP1,2101,0.1439874583517277
SSP1,2102,0.14200502079021282
SSP1,2103,0.14004987768010568
SSP1,2104,0.1381216532279427
SSP1,2105,0.13621997681423217
SSP1,2106,0.13434448292221865
SSP1,2107,0.13249481106762756
SSP1,2108,0.1306706057293775
SSP1,2109,0.12887151628124635
SSP1,2110,0.1270971969244782
SSP1,2111,0.12534730662131824
SSP1,2112,0.12362150902946265
SSP1,2113,0.12191947243741098
SSP1,2114,0.12024086970070881
SSP1,2115,0.11858537817906797
SSP1,2116,0.11695267967435262
SSP1,2117,0.11534246036941918
SSP1,2118,0.11375441076779824
SSP1,2119,0.11218822563420693
SSP1,2120,0.11064360393588046
SSP1,2121,0.10912024878471129
SSP1,2122,0.10761786738018486
SSP1,2123,0.10613617095310127
SSP1,2124,0.10467487471007146
SSP1,2125,0.10323369777877785
SSP1,2126,0.10181236315398852
SSP1,2127,0.10041059764431462
SSP1,2128,0.09902813181970097
SSP1,2129,0.09766469995963949
SSP1,2130,0.09632004000209574
SSP1,2131,0.0949938934931385
SSP1,2132,0.09368600553726308
SSP1,2133,0.09239612474839831
SSP1,2134,0.09112400320158832
SSP1,2135,0.08986939638533945
SSP1,2136,0.0886320631546232
SSP1,2137,0.0874117656845264
SSP1,2138,0.08620826942453938
SSP1,2139,0.08502134305347361
SSP1,2140,0.08385075843499996
SSP1,2141,0.0826962905737992
SSP1,2142,0.08155771757231611
SSP1,2143,0.08043482058810916
SSP1,2144,0.07932738379178722
SSP1,2145,0.07823519432552557
SSP1,2146,0.077158042262153
SSP1,2147,0.07609572056480214
SSP1,2148,0.07504802504711547
SSP1,2149,0.07401475433399905
SSP1,2150,0.07299570982291678
SSP1,2151,0.07199069564571742
SSP1,2152,0.07099951863098722
SSP1,2153,0.07002198826692094
SSP1,2154,0.06905791666470397
SSP1,2155,0.06810711852239876
SSP1,2156,0.06716941108932824
SSP1,2157,0.06624461413094981
SSP1,2158,0.06533254989421293
SSP1,2159,0.06443304307339351
SSP1,2160,0.0635459207763989
SSP1,2161,0.06267101249153667
SSP1,2162,0.061808150054740975
SSP1,2163,0.060957167617250126
SSP1,2164,0.060117901613729166
SSP1,2165,0.059290190730831416
SSP1,2166,0.05847387587619276
SSP1,2167,0.0576688001478529
SSP1,2168,0.056874808804097614
SSP1,2169,0.056091749233716175
SSP1,2170,0.05531947092666835
SSP1,2171,0.054557825445155195
SSP1,2172,0.05380666639508819
SSP1,2173,0.05306584939795114
SSP1,2174,0.05233523206304958
SSP1,2175,0.05161467396014213
SSP1,2176,0.05090403659244877
SSP1,2177,0.05020318337003069
SSP1,2178,0.049511979583536654
SSP1,2179,0.048830292378310824
SSP1,2180,0.0481579907288571
SSP1,2181,0.047494945413654996
SSP1,2182,0.046841028990322296
SSP1,2183,0.04619611577111964
SSP1,2184,0.04556008179879237
SSP1,2185,0.044932804822745025
SSP1,2186,0.0443141642755438
SSP1,2187,0.043704041249742615
SSP1,2188,0.043102318475028156
SSP1,2189,0.042508880295679626
SSP1,2190,0.04192361264833885
SSP1,2191,0.041346403040086396
SSP1,2192,0.040777140526819626
SSP1,2193,0.04021571569192832
SSP1,2194,0.039662020625264034
SSP1,2195,0.03911594890239889
SSP1,2196,0.03857739556417004
SSP1,2197,0.038046257096505644
SSP1,2198,0.037522431410528745
SSP1,2199,0.03700581782293495
SSP1,2200,0.03649631703664038
SSP1,2201,0.03599383112169595
SSP1,2202,0.03549826349646454
SSP1,2203,0.03500951890905722
SSP1,2204,0.034527503419025156
SSP1,2205,0.03405212437930349
SSP1,2206,0.03358329041840389
SSP1,2207,0.03312091142285224
SSP1,2208,0.03266489851986818
SSP1,2209,0.032215164060283
SSP1,2210,0.03177162160169287
SSP1,2211,0.031334185891843926
SSP1,2212,0.030902772852246126
SSP1,2213,0.030477299562012727
SSP1,2214,0.030057684241922254
SSP1,2215,0.0296438462386999
SSP1,2216,0.02923570600951539
SSP1,2217,0.02883318510669418
SSP1,2218,0.028436206162639255
SSP1,2219,0.028044692874960475
SSP1,2220,0.027658569991808667
SSP1,2221,0.027277763297411654
SSP1,2222,0.026902199597809397
SSP1,2223,0.026531806706785586
SSP1,2224,0.026166513431992864
SSP1,2225,0.02580624956126913
SSP1,2226,0.02545094584914223
SSP1,2227,0.025100534003520438
SSP1,2228,0.024754946672566187
SSP1,2229,0.024414117431750548
SSP1,2230,0.024077980771085916
SSP1,2231,0.023746472082534498
SSP1,2232,0.023419527647590133
SSP1,2233,0.02309708462503114
SSP1,2234,0.022779081038841718
SSP1,2235,0.022465455766299713
SSP1,2236,0.022156148526228353
SSP1,2237,0.021851099867409726
SSP1,2238,0.02155025115715783
SSP1,2239,0.021253544570048914
SSP1,2240,0.020960923076806966
SSP1,2241,0.020672330433342285
SSP1,2242,0.020387711169940915
SSP1,2243,0.02010701058060294
SSP1,2244,0.019830174712527588
SSP1,2245,0.01955715035574308
SSP1,2246,0.01928788503287926
SSP1,2247,0.019022326989081056
SSP1,2248,0.018760425182060794
SSP1,2249,0.01850212927228748
SSP1,2250,0.018247389613311158
SSP1,2251,0.017996157242220485
SSP1,2252,0.017748383870231678
SSP1,2253,0.017504021873407046
SSP1,2254,0.0172630242835013
SSP1,2255,0.01702534477893391
SSP1,2256,0.01679093767588573
SSP1,2257,0.01655975791951821
SSP1,2258,0.016331761075313533
SSP1,2259,0.016106903320533952
SSP1,2260,0.01588514143579872
SSP1,2261,0.015666432796776996
SSP1,2262,0.015450735365995127
SSP1,2263,0.015238007684756718
SSP1,2264,0.015028208865173961
SSP1,2265,0.014821298582308661
SSP1,2266,0.014617237066421481
SSP1,2267,0.014415985095327894
SSP1,2268,0.01421750398685937
SSP1,2269,0.014021755591428379
SSP1,2270,0.013828702284695743
SSP1,2271,0.013638306960338952
SSP1,2272,0.01345053302292004
SSP1,2273,0.013265344380851668
SSP1,2274,0.013082705439460041
SSP1,2275,0.012902581094143342
SSP1,2276,0.012724936723624356
SSP1,2277,0.012549738183296
SSP1,2278,0.012376951798658461
SSP1,2279,0.012206544358846707
SSP1,2280,0.012038483110247102
SSP1,2281,0.011872735750201908
SSP1,2282,0.011709270420800473
SSP1,2283,0.011548055702755891
SSP1,2284,0.011389060609365977
SSP1,2285,0.01123225458055739
SSP1,2286,0.01107760747701174
SSP1,2287,0.010925089574372602
SSP1,2288,0.010774671557532242
SSP1,2289,0.010626324514997051
SSP1,2290,0.01048001993333052
SSP1,2291,0.01033572969167275
SSP1,2292,0.010193426056335398
SSP1,2293,0.010053081675471056
SSP1,2294,0.009914669573816013
SSP1,2295,0.009778163147505408
SSP1,2296,0.00964353615895976
SSP1,2297,0.009510762731841904
SSP1,2298,0.00937981734608336
SSP1,2299,0.00925067483297919
SSP1,2300,0.009123310370350364
SSP5,2011,0.9674515302306151
SSP5,2012,0.9359624633455578
SSP5,2013,0.905498317402075
SSP5,2014,0.876025732791884
SSP5,2015,0.8475124357109042
SSP5,2016,0.8171985704203107
SSP5,2017,0.7879689729116826
SSP5,2018,0.7597848610431944
SSP5,2019,0.7326088398345191
SSP5,2020,0.7064048518507757
SSP5,2021,0.6796807837837266
SSP5,2022,0.653967716436988
SSP5,2023,0.6292274025476857
SSP5,2024,0.6054230417887234
SSP5,2025,0.5825192260296274
SSP5,2026,0.560870535916016
SSP5,2027,0.5400263956999755
SSP5,2028,0.5199569051642509
SSP5,2029,0.5006332753004689
SSP5,2030,0.4820277870122747
SSP5,2031,0.4654690000259547
SSP5,2032,0.4494790462767351
SSP5,2033,0.43403838500647224
SSP5,2034,0.4191281467279779
SSP5,2035,0.40473011016527877
SSP5,2036,0.39235140596325147
SSP5,2037,0.3803513054624876
SSP5,2038,0.368718229037182
SSP5,2039,0.3574409512253515
SSP5,2040,0.34650858989670463
SSP5,2041,0.33685798512066106
SSP5,2042,0.3274761591722107
SSP5,2043,0.31835562629685005
SSP5,2044,0.3094891092256957
SSP5,2045,0.3008695333689548
SSP5,2046,0.293178219530011
SSP5,2047,0.2856835235004768
SSP5,2048,0.27838041901776756
SSP5,2049,0.27126400830875536
SSP5,2050,0.2643295188051139
SSP5,2051,0.25798215839192784
SSP5,2052,0.2517872175208232
SSP5,2053,0.24574103613229564
SSP5,2054,0.2398400420560666
SSP5,2055,0.2340807489005944
SSP5,2056,0.22862456615969873
SSP5,2057,0.223295561455621
SSP5,2058,0.21809077039845404
SSP5,2059,0.2130072976951861
SSP5,2060,0.20804231553912314
SSP5,2061,0.2033085174321704
SSP5,2062,0.1986824322415028
SSP5,2063,0.19416160906573524
SSP5,2064,0.1897436527713323
SSP5,2065,0.18542622272366338
SSP5,2066,0.18132571374605672
SSP5,2067,0.17731588327998124
SSP5,2068,0.17339472606401735
SSP5,2069,0.1695602811810261
SSP5,2070,0.16581063107752117
SSP5,2071,0.16226244015196595
SSP5,2072,0.15879017716156393
SSP5,2073,0.1553922173202038
SSP5,2074,0.15206697061066263
SSP5,2075,0.14881288104058452
SSP5,2076,0.145686988260374
SSP5,2077,0.14262675650093695
SSP5,2078,0.1396308065180216
SSP5,2079,0.13669778803912647
SSP5,2080,0.1338263791549337
SSP5,2081,0.13106601407746618
SSP5,2082,0.12836258557266106
SSP5,2083,0.12571491924031564
SSP5,2084,0.12312186490395145
SSP5,2085,0.1205822961111645
SSP5,2086,0.11813401947232464
SSP5,2087,0.11573545210834178
SSP5,2088,0.11338558473294197
SSP5,2089,0.1110834285521793
SSP5,2090,0.10882801484836481
SSP5,2091,0.1066556649147908
SSP5,2092,0.10452667793551192
SSP5,2093,0.10244018832907816
SSP5,2094,0.100395347792181
SSP5,2095,0.09839132495475841
SSP5,2096,0.09645441576481248
SSP5,2097,0.09455563612756668
SSP5,2098,0.09269423543333996
SSP5,2099,0.09086947784878258
SSP5,2100,0.08908064202599207
SSP5,2101,0.08732702081735642
SSP5,2102,0.08560792099601028
SSP5,2103,0.0839226629817943
SSP5,2104,0.08227058057260919
SSP5,2105,0.08065102068105835
SSP5,2106,0.07906334307627472
SSP5,2107,0.0775069201308301
SSP5,2108,0.0759811365726268
SSP5,2109,0.0744853892416733
SSP5,2110,0.07301908685164823
SSP5,2111,0.07158164975615788
SSP5,2112,0.07017250971959527
SSP5,2113,0.06879110969251007
SSP5,2114,0.06743690359140037
SSP5,2115,0.06610935608283963
SSP5,2116,0.06480794237185304
SSP5,2117,0.06353214799446005
SSP5,2118,0.062281468614300714
SSP5,2119,0.061055409823265676
SSP5,2120,0.0598534869460509
SSP5,2121,0.05867522484855989
SSP5,2122,0.05752015775007762
SSP5,2123,0.05638782903914205
SSP5,2124,0.05527779109304027
SSP5,2125,0.05418960510085802
SSP5,2126,0.05312284089001266
SSP5,2127,0.05207707675620094
SSP5,2128,0.05105189929669438
SSP5,2129,0.05004690324691633
SSP5,2130,0.049061691320236224
SSP5,2131,0.0480958740509175
SSP5,2132,0.047149069640157325
SSP5,2133,0.04622090380515702
SSP5,2134,0.04531100963116373
SSP5,2135,0.04441902742642482
SSP5,2136,0.04354460457999743
SSP5,2137,0.042687395422357374
SSP5,2138,0.04184706108875188
SSP5,2139,0.04102326938524243
SSP5,2140,0.04021569465738468
SSP5,2141,0.03942401766149339
SSP5,2142,0.03864792543844173
SSP5,2143,0.037887111189944894
SSP5,2144,0.037141274157279164
SSP5,2145,0.03641011950238847
SSP5,2146,0.0356933581913315
SSP5,2147,0.034990706880023204
SSP5,2148,0.03430188780222561
SSP5,2149,0.033626628659743536
SSP5,2150,0.03296466251478204
SSP5,2151,0.0323157276844227
SSP5,2152,0.031679567637177386
